name,region,website,address,phone
Stroyoborudovaniye,Новгородская область,stroycom53.ru,"пр. Александра Корсунова, 14а, Великий Новгород, Новгородская обл., Русија, 173016",+7 816 250-00-90
"Строительный магазин ""Строй мастерок""",Новгородская область,10cka.ru,"Поперечная ул., 79, Старая Русса, Новгородская обл., Русија, 175202",+7 816 525-21-21
Строительный мир FIT,Новгородская область,10cka.ru,"Советский просп., 66, Валдай, Новгородская обл., Русија, 175419",+7 816 525-21-21
Stroyarsenal,Новгородская область,10cka.ru,"Молодогвардейская ул., 3, Чудово, Новгородская обл., Русија, 174210",+7 816 654-58-57
Smt,Санкт-Петербург,10cka.ru,"Большая Санкт-Петербургская ул., 51, Великий Новгород, Новгородская обл., Русија, 173000",+7 816 260-20-03
Baza 53,Новгородская область,10cka.ru,"Пионерская ул., 15, пос. Волховец, Новгородская обл., Русија, 173526",+7 960 201-24-41
Metizstroy,Новгородская область,metizstroy.ru,"ул. Нехинская, 48, Великий Новгород, Новгородская обл., Русија, 173000",+7 816 267-08-00
Magazin Kubometr,Новгородская область,metrkub.ru,"Устюженское ш., 10б, Пестово, Новгородская обл., Русија, 174510",+7 921 697-15-95
Stroitel'naya Baza Sm,Новгородская область,novgorod-sm.ru,"Veliky Novgorod, Novgorod Oblast, Русија, 173517",+7 816 290-99-00
Metallstroy,Новгородская область,metizy-stroy.ru,"ул. Ломоносова, 19/19, Великий Новгород, Новгородская обл., Русија, 173000",+7 816 228-02-42
Stroydostavka,Санкт-Петербург,stdostavka.ru,"Большая Санкт-Петербургская ул., 173, Великий Новгород, Новгородская обл., Русија, 173008",+7 816 264-47-44
Магазин «Строитель»,Новгородская область,stdostavka.ru,"Новгородская ул, 18, Бурга, Новгородская обл., Русија, 174280",+7 816 264-47-44
Belyy Kamen' Plyus,Новгородская область,stdostavka.ru,"Стратилатовская ул., 9а, Великий Новгород, Новгородская обл., Русија, 173003",+7 816 264-47-44
Stroybaza53,Новгородская область,stroybaza53.ru,"Дорожная ул., 17, Пестово, Новгородская обл., Русија, 174510",+7 816 264-47-44
Samodelkin,Новгородская область,samodelkin74.ru,"ул. Николаева, Окуловка, Новгородская обл., Русија, 174350",+7 816 264-47-44
"Stroitel'nyy Rynok ""Soyuz""",Новгородская область,vk.com,"Borovichi, Novgorod Oblast, Русија, 174406",+7 921 707-01-02
"Samodelkin, Magazin Stroitel'nykh Tovarov",Новгородская область,vk.com,"Центральная ул., 3, Окуловка, Новгородская обл., Русија, 174350",+7 816 572-42-18
Stroylandiya,Новгородская область,novgorod.stroylandiya.ru,"Колмовская наб., 13, Великий Новгород, Новгородская обл., Русија, 173003",+7 800 700-33-96
Vybor,Новгородская область,novgorod.stroylandiya.ru,"пл. Свободы, 7-Б, Валдай, Новгородская обл., Русија, 175400",+7 816 662-62-13
"Ooo ""Tpk Mia""",Новгородская область,novgorod.stroylandiya.ru,"ул. Береговая, Д.40, к.3, Великий Новгород, Новгородская обл., Русија, 173011",+7 996 568-48-08
Magazin Stroymaterialy,Новгородская область,novgorod.stroylandiya.ru,"Bol'shoi Gorodok, Novgorod Oblast, Русија, 174760",+7 996 568-48-08
Novosol,Новгородская область,novgorod.stroylandiya.ru,"ул. Подбельского, 16, Боровичи, Новгородская обл., Русија, 174411",+7 996 568-48-08
Ladnyy Dom,Новгородская область,novgorod.stroylandiya.ru,"ул. Германа, 17, Великий Новгород, Новгородская обл., Русија, 173002",+7 800 200-62-82
"Stroymarket, Magazin",Новгородская область,novgorod.stroylandiya.ru,"Коммунарная ул., 33, Боровичи, Новгородская обл., Русија, 174400",+7 816 644-19-70
"Stroytovary, Magazin",Новгородская область,novgorod.stroylandiya.ru,"Сырковское ш., 10, Великий Новгород, Русија, 173008",+7 816 261-72-08
"KERAMA MARAZZI, фирменный магазин керамической плитки",Псковская область,novgorod.stroylandiya.ru,"Псковская ул., 15, Великий Новгород, Новгородская обл., Русија, 173015",+7 816 260-22-68
Stroy Lider,Новгородская область,novgorod.stroylandiya.ru,"ул. Софьи Перовской, 72, Боровичи, Новгородская обл., Русија, 174400",+7 816 645-87-44
Logos,Новгородская область,logos.natm.ru,"Студенческая ул., 10, Великий Новгород, Новгородская обл., Русија, 173020",+7 816 267-92-13
"Kraski, Magazin",Псковская область,logos.natm.ru,"Псковская ул., 18, Великий Новгород, Новгородская обл., Русија, 173015",+7 816 267-92-13
Yevrodom,Новгородская область,logos.natm.ru,"Зелёная ул., 22, Валдай, Новгородская обл., Русија, 175400",+7 911 629-73-78
Stroymaterialy Shirokov,Новгородская область,shirokov53.ru,"ул 175202, ул. Дзержинского, 21, Старая Русса, Новгородская обл., Русија, 175202",+7 816 525-14-58
Okonnyy Supermarket Galichi,Новгородская область,shirokov53.ru,"ул. Рабочая, 31, Великий Новгород, Новгородская обл., Русија, 173008",+7 816 525-14-58
"Magazin ""Komfort""",Новгородская область,shirokov53.ru,"улица Дзержинского, Демянск, Новгородская обл., Русија, 175310",+7 816 514-29-79
"Стройматериалы, ИП Саутов С.А.",Новгородская область,shirokov53.ru,"наб. Штыкова, 16, Старая Русса, Новгородская обл., Русија, 175200",+7 816 523-78-15
"Magazin ""Umelets""",Новгородская область,shirokov53.ru,"Ленинградская ул., 4, Пролетарий, Новгородская обл., Русија, 173530",+7 911 600-19-01
"Construction wholesale warehouse ""Decor-Opt""",Новгородская область,10cka.ru,"ул. Латышских Гвардейцев, 46, Старая Русса, Новгородская обл., Русија, 175202",+7 816 525-25-63
Stroyzabor,Новгородская область,zaborvn.ru,"Прусская ул., 13A, Великий Новгород, Новгородская обл., Русија, 173010",+7 911 600-35-90
"Magazin ""Teplyy Dom""",Новгородская область,vk.com,"Комсомольская ул., 35А, Хвойная, Новгородская обл., Русија, 174581",+7 816 675-10-21
A-Al'tum,Новгородская область,a-altum.ru,"Сырковское ш., 3, Великий Новгород, Новгородская обл., Русија, 173008",+7 816 290-35-03
Luch,Новгородская область,a-altum.ru,"Chudovo, Novgorod Oblast, Русија, 174211",+7 960 208-84-24
"Skl, Magazin Santekhniki",Новгородская область,a-altum.ru,"ул. Нехинская, 12, 1 этаж, Великий Новгород, Новгородская обл., Русија, 173021",+7 950 680-80-51
Mir Svay,Новгородская область,mirsvai.ru,"Прусская ул., 25, Великий Новгород, Новгородская обл., Русија, 173000",+7 816 290-98-82
Fanera,Новгородская область,mirsvai.ru,"ул. Коровникова, 4, Великий Новгород, Новгородская обл., Русија, 173024",+7 816 290-98-82
Promintekh,Новгородская область,mirsvai.ru,"пр. Александра Корсунова, 41/2, Великий Новгород, Новгородская обл., Русија, 173023",+7 816 233-85-44
"Shop ""Warm House""",Новгородская область,mirsvai.ru,"Боровая ул., 13, Любытино, Новгородская обл., Русија, 174760",+7 816 686-14-40
House master,Новгородская область,mhnov.ru,"ул. Нехинская, 59, Великий Новгород, Новгородская обл., Русија, 173000",+7 816 290-08-07
Soyuz,Новгородская область,mhnov.ru,"49К-06, Окуловка, Новгородская обл., Русија, 174351",+7 816 290-08-07
Building technology,Санкт-Петербург,stroyteh53.ru,"Большая Санкт-Петербургская ул., 57, Великий Новгород, Новгородская обл., Русија, 173008",+7 816 260-77-29
Ip Tsvetkov A.s.,Новгородская область,stroyteh53.ru,"ул. Великая, 22, Великий Новгород, Новгородская обл., Русија, 173003",+7 816 233-21-63
BorFence,Новгородская область,borfence.ru,"ул. Льва Толстого, дом 49, Боровичи, Новгородская обл., Русија, 174406",+7 499 130-05-51
Borovit,Новгородская область,borfence.ru,"Юго-западная ул., 1, Боровичи, Новгородская обл., Русија, 174400",+7 816 642-10-05
Astra,Новгородская область,ванныспб.рф,"Вокзальная ул., 6, Шимск, Новгородская обл., Русија, 174150",+7 911 621-57-96
Shtil' Novgorodlesprom,Новгородская область,integralfanera.ru,"ул. Московская, 51, Великий Новгород, Новгородская обл., Русија, 173020",+7 911 600-69-07
КАКАДУ Центр колеровки Tikkurila,Новгородская область,integralfanera.ru,"ул. Гоголя, 142, Боровичи, Новгородская обл., Русија, 174403",+7 911 615-62-24
Shok,Новгородская область,integralfanera.ru,"ул. Нехинская, 46, Великий Новгород, Новгородская обл., Русија, 173000",+7 816 267-29-25
"Shop ""Megastroy""",Новгородская область,integralfanera.ru,"ул. Советская, 131, Боровичи, Новгородская обл., Русија, 174406",+7 816 644-78-27
Armada-N store garden and household goods,Новгородская область,integralfanera.ru,"ул. Державина, 8 корпус 1, Великий Новгород, Новгородская обл., Русија, 173020",+7 816 263-80-73
Kvadratura,Новгородская область,квадратура.рус,"пр. Александра Корсунова, 28а, Великий Новгород, Новгородская обл., Русија, 173023",+7 816 250-03-11
Sadko-Vn,Новгородская область,sadko53.ru,"173021, ул. Большая Московская, 58/9, Великий Новгород, Новгородская обл., Русија, 173004",+7 921 730-98-19
Favorit,Новгородская область,sadko53.ru,"ул. Московская, 7, Крестцы, Новгородская обл., Русија, 175460",+7 816 595-41-66
Gidroizol.ru,Санкт-Петербург,gidroizol.ru,"Большая Санкт-Петербургская ул., 107, Великий Новгород, Новгородская обл., Русија, 173008",+7 816 228-04-24
"Khozyayushki, Khozyaystvennyy Magazin",Новгородская область,gidroizol.ru,"ул. Карла Маркса, 12, Малая Вишера, Новгородская обл., Русија, 174260",+7 816 603-64-45
Mastak,Новгородская область,comboinfo.com,"Центральная ул., 2А, Григорово, Новгородская обл., Русија, 173018",+7 816 255-64-00
"100 Melochey, Khozyaystvennyy Magazin",Новгородская область,comboinfo.com,"ул. Ленина, 17-А, Демянск, Новгородская обл., Русија, 175310",+7 816 514-29-70
Fsk,Новгородская область,fsk-metallprofil.ru,"ул. Великая, 22, Великий Новгород, Новгородская обл., Русија, 173003",+7 911 041-76-83
White City,Псковская область,studiobg.ru,"Псковская ул., 25, Великий Новгород, Новгородская обл., Русија, 173009",+7 816 273-00-11
Arkhpromkomplekt,Ненецкий автономный округ,apk.ru,"ул. 60 Лет Ссср, 6а, Нарьян-Мар, Ненецкий автономный округ, Русија, 166004",+7 818 534-63-36
Magnit Mebel',Ненецкий автономный округ,kontur-yamal.ru,"Октябрьская ул., 36, Нарьян-Мар, Ненецкий автономный округ, Русија, 166000",+7 922 970-24-57
"Prodovol'stvennyy Magazin ""Zarya""",Ненецкий автономный округ,vk.com,"Октябрьская ул., 26, Нарьян-Мар, Ненецкий автономный округ, Русија, 166000",+7 937 097-99-23
"Magazin ""Khleb""",Ненецкий автономный округ,vk.com,"ул. Ленина, 44, Нарьян-Мар, Ненецкий автономный округ, Русија, 166004",+7 937 097-99-23
"Trading House ""Recom""",Мурманская область,rekoma.ru,"просп. Кольский, 51/2, Мурманск, Мурманская обл., Русија, 183052",+7 815 225-10-97
Tsentr Stroymaterialov Murmana,Мурманская область,csm51.com,"Транспортная ул., 1А, Мурманск, Мурманская обл., Русија, 183034",+7 815 222-82-22
Tvoya Kvartira Magazin Stroymaterialov,Мурманская область,csm51.com,"Кольский просп. 70, Мурманск, Мурманская обл., 183052, Мурманск, Мурманская обл., Русија, 183008",+7 815 225-51-85
"Stroylend, Magazin Stroitel'nykh Tovarov",Мурманская область,csm51.com,"ул. Домостроительная, 16/1, Мурманск, Мурманская обл., Русија, 183034",+7 815 225-51-85
Kronverk,Мурманская область,csm51.com,"Промышленная ул., 6, Мурманск, Мурманская обл., Русија, 183034",+7 815 243-57-30
СтройМикс,Мурманская область,st-mix.ru,"Рогозерская ул., 38, Мурманск, Мурманская обл., Русија, 183039",+7 815 221-50-99
your home,Мурманская область,st-mix.ru,"ул. Капитана Буркова, 35, Мурманск, Мурманская обл., Русија, 183025",+7 815 244-17-47
Rekoma,Мурманская область,rekoma.ru,"ул. Домостроительная, 19, Мурманск, Мурманская обл., Русија, 183034",+7 815 243-43-40
Galereya Stroitel'nykh Resheniy,Мурманская область,rekoma.ru,"просп. Кольский, 58, Мурманск, Мурманская обл., Русија, 183045",+7 815 270-47-02
Kaskada,Мурманская область,rekoma.ru,"ТЦ ""А-Квадрат, пр. Ленина, 27А, Мурманск, Мурманская обл., Русија, 183038",+7 902 281-55-56
Bayern Plus Repair,Мурманская область,bavariaplus.ru,"ул. Домостроительная, 14, Мурманск, Мурманская обл., Русија, 183034",+7 815 243-29-16
Azbuka Remonta,Мурманская область,bavariaplus.ru,"ул. Ломоносова, 3а, Полярные Зори, Мурманская обл., Русија, 184230",+7 800 350-00-43
Stroymiks,Мурманская область,st-mix.ru,"ул. Магомеда, ул. Гаджиева, 10, Мурманск, Мурманская обл., Русија, 183034",+7 815 222-66-36
building a house,Мурманская область,st-mix.ru,"ул. Домостроительная, 14, Мурманск, Мурманская обл., Русија, 183031",+7 960 028-03-00
Stroybazar,Мурманская область,st-mix.ru,"ул. Сивко, 6, Полярные Зори, Мурманская обл., Русија, 184230",+7 960 028-03-00
Stroy-ka,Мурманская область,st-mix.ru,"ул. Старостина, 55, Мурманск, Мурманская обл., Русија, 183036",+7 921 155-95-95 ext. 785959
Tikkurila 51,Мурманская область,vk.com,"пр. Ленина, 27А, Мурманск, Мурманская обл., Русија, 183010",+7 911 331-75-85
"Shop ""For You""",Мурманская область,vk.com,"Кировская ал., 2, Кандалакша, Мурманская обл., Русија, 184046",+7 921 038-37-34
Tera,Мурманская область,tera-dom.ru,"ул. Домостроительная, 16, 304, Мурманск, Мурманская обл., Русија, 183035",+7 815 241-25-40
Stroybaza Yuzhnaya,Мурманская область,tera-dom.ru,+7 921 708-80-11,+7 921 708-80-11
Komfortservis,Мурманская область,tera-dom.ru,"Lovozero, Murmansk Oblast, Русија, 184592",+7 921 708-80-11
Stroy Plyus,Мурманская область,vk.com,"Заводская ул., д, Кандалакша, Мурманская обл., Русија, 184042",+7 921 518-01-71
"1000 Melochey, Khozyaystvennyy Magazin",Мурманская область,vk.com,"Советский просп., 24, Кола, Мурманская обл., Русија, 184381",+7 815 533-56-77
Ks Dekor,Мурманская область,vk.com,"пр. Ленина, 88, Мурманск, Мурманская обл., Русија, 183038",+7 815 245-93-33
"Torgovyy Tsentr ""Re-Mont""",Мурманская область,vk.com,"Пригородная ул., 6а, Апатиты, Мурманская обл., Русија, 184209",+7 815 245-93-33
House Shopping Center,Мурманская область,vk.com,"д., Железнодорожная ул., 3, Мончегорск, Мурманская обл., Русија, 184511",+7 815 367-00-89
"Стройматериалы ""Best""",Мурманская область,vk.com,"Комсомольская ул., 1а, Мончегорск, Мурманская обл., Русија, 184511",+7 815 367-00-89
"ООО ""Ново-Строй""",Мурманская область,vk.com,"просп. Ленина, 33, Мончегорск, Мурманская обл., Русија, 184511",+7 815 365-82-76
Stroitel'stvo Murmansk,Мурманская область,vk.com,"просп. Кольский, 91, Мурманск, Мурманская обл., Русија, 183000",+7 921 285-96-14
ООО «Центр строительных материалов»,Мурманская область,цсм-хибины.рф,"Апатитовое ш., 12, к.1, Кировск, Мурманская обл., Русија, 184250",+7 921 030-45-93
repair Alphabet,Мурманская область,цсм-хибины.рф,"Комсомольская ул., 5, Мончегорск, Мурманская обл., Русија, 184511",+7 815 367-08-08
"Metizy, Magazin",Мурманская область,цсм-хибины.рф,"ул. Щербакова, дом 10 в, Мурманск, Мурманская обл., Русија, 183052",+7 815 367-08-08
Planeta Remonta,Мурманская область,цсм-хибины.рф,"Советская ул., 21а, Сафонова ул.,19, Сафонова ул.,21, Гвардейская ул.,38, Колышкина ул.,7, Североморск, Мурманская обл., Русија, 184606",+7 815 374-85-10
Brigantina,Мурманская область,цсм-хибины.рф,"Кирова пр., 7, Мончегорск, Мурманская обл., Русија, 184511",+7 815 367-02-77
Seyd,Мурманская область,цсм-хибины.рф,"Новопроложенная ул., 14, Мончегорск, Мурманская обл., Русија, 184511",+7 815 367-02-77
"Shop ""Master""",Мурманская область,masterkovdor.my1.ru,"ул. Чехова, 6А, Ковдор, Мурманская обл., Русија, 184144",+7 815 355-05-60
Mark,Мурманская область,magazinmark.ru,"ул. Сафонова, 19, Североморск, Мурманская обл., Русија, 184604",+7 815 374-72-73
Khottey,Мурманская область,hottey51.ru,"Молодежный пр., 12а, Мурманск, Мурманская обл., Русија, 183008",+7 815 270-78-87
"Megastroy, Korpus 2",Мурманская область,hottey51.ru,"ул. Гладышева, 23А, Апатиты, Мурманская обл., Русија, 184209",+7 815 270-78-87
Master-Klass,Мурманская область,hottey51.ru,"ул. Лобова, 15, Мурманск, Мурманская обл., Русија, 183034",+7 815 245-15-54
Ooo Misteriya,Мурманская область,hottey51.ru,"ул. Домостроительная, 19/1, Мурманск, Мурманская обл., Русија, 183034",+7 815 247-86-91
"Master, Khozyaystvennyy Magazin",Мурманская область,hottey51.ru,"ул. Ленина, 19, Кировск, Мурманская обл., Русија, 184250",+7 815 319-18-66
Tsentr Krepezha,Мурманская область,hottey51.ru,"ул. Капитана Буркова, 25, Мурманск, Мурманская обл., Русија, 183025",+7 815 244-12-09
Dom Magazin Ip Rogova Ye.g.,Мурманская область,hottey51.ru,"Набережная ул., 133, Кандалакша, Мурманская обл., Русија, 184056",+7 815 339-62-49
clever mixture,Мурманская область,weber-vetonit.ru,"супермаркет ""Евророс"", ул. Ленина, 12А, Кировск, Мурманская обл., Русија, 184250",+7 800 333-20-11
Optimal Solutions,Мурманская область,optimal-r.ru,"Колхозная ул., 2, Кандалакша, Мурманская обл., Русија, 184040",+7 921 512-23-79
"Mega Stroy, Korpus 1",Мурманская область,optimal-r.ru,"Apatity, Murmansk Oblast, Русија, 184209",+7 815 557-19-06
Kompleksnyye Stroitel'nyye Resheniya,Мурманская область,optimal-r.ru,"ул. Павлова, дом 13, Мурманск, Мурманская обл., Русија, 183032",+7 815 270-57-04
"""Khozyain"" Khozmag",Мурманская область,optimal-r.ru,"ул. Гагарина, 5, Полярный, Мурманская обл., Русија, 184650",+7 911 303-90-21
Household products,Мурманская область,optimal-r.ru,"ул. Щербакова, 14, Мурманск, Мурманская обл., Русија, 183052",+7 911 303-90-21
Balezina T.i. Ip,Мурманская область,optimal-r.ru,"ул. Капитана Буркова, 35, Мурманск, Мурманская обл., Русија, 183025",+7 815 244-48-44
Proton,Мурманская область,optimal-r.ru,"Скальная ул., 28, Мурманск, Мурманская обл., Русија, 183036",+7 815 226-43-02
"Khoztovary, Magazin",Мурманская область,optimal-r.ru,"ул. Стеблина, 33, Снежногорск, Мурманская обл., Русија, 184680",+7 815 226-43-02
"Megastroy, Korpus 3",Мурманская область,optimal-r.ru,"ул. Жемчужная, 19А, Апатиты, Мурманская обл., Русија, 184209",+7 815 226-43-02
Stroymaks,Мурманская область,vk.com,"ул. Подгорная, 62, Мурманск, Мурманская обл., Русија, 183001",+7 815 278-61-62
Art-Stil',Мурманская область,vk.com,"Фестивальная ул., 9, Апатиты, Мурманская обл., Русија, 184209",+7 964 309-91-89
Dom,Мурманская область,vk.com,"ТЦ ""Южный"", ул. Щербакова, 9, Мурманск, Мурманская обл., Русија, 183014",+7 421 253-33-33
Эталон+,Мурманская область,vk.com,"ул. Пронина, 12а, Кандалакша, Мурманская обл., Русија, 184042",+7 815 339-40-00
Stroystudiya,Мурманская область,vk.com,"просп. Ленина, 7-в, Кировск, Мурманская обл., Русија, 184250",+7 815 315-42-40
Elektroinstrument,Мурманская область,vk.com,"ул. Дзержинского, 35, Апатиты, Мурманская обл., Русија, 184209",+7 815 315-42-40
"Magazin ""Pervyy Master""",Мурманская область,vk.com,"ул. Энергетиков, 23, Мурмаши, Мурманская обл., Русија, 184355",+7 953 307-50-99
Master-Olenegorsk,Мурманская область,vk.com,"Парковая ул., 13, Оленегорск, Мурманская обл., Русија, 184530",+7 996 934-65-50
Stroy Studiya,Мурманская область,stroistudiya.ru,"пр. Металлургов, 42к3, Мончегорск, Мурманская обл., Русија, 184511",+7 921 040-54-01
plumbing Supplies,Мурманская область,stroistudiya.ru,"ТЦ ""Дом"", Железнодорожная ул., 3, Мончегорск, Мурманская обл., Русија, 184500",+7 815 366-00-41
Akvaarktika,Мурманская область,stroistudiya.ru,"ул. Халатина, 11А, Мурманск, Мурманская обл., Русија, 183031",+7 815 241-30-02
"Magazin ""Praktik""",Мурманская область,stroistudiya.ru,"ул. Ленинградская, 20А, Кировск, Мурманская обл., Русија, 184250",+7 911 347-62-90
"Mega, Promtovarnyy Magazin",Мурманская область,stroistudiya.ru,"пр. Металлургов, 39, Мончегорск, Мурманская обл., Русија, 184511",+7 815 367-49-38
Dekor,Мурманская область,stroistudiya.ru,"ул. Кондрикова, 3, Кировск, Мурманская обл., Русија, 184250",+7 815 319-63-59
Domovonok,Мурманская область,stroistudiya.ru,+7 921 661-43-36,+7 921 661-43-36
"Magazin ""Khozyain""",Мурманская область,vk.com,"Советская ул., 1, Полярный, Мурманская обл., Русија, 184664",+7 909 561-72-35
ИНСТРУМЕНТЫ51.ru,Мурманская область,tools-shop51.ru,"Магазин «Практика», ул. Свердлова, 9Б, Мурманск, Мурманская обл., Русија, 183031",+7 921 708-70-80
Northern Crown,Мурманская область,tools-shop51.ru,"ул. Бредова, 13, Апатиты, Мурманская обл., Русија, 184209",+7 815 556-15-10
Torgovyy Dom,Мурманская область,tools-shop51.ru,"ул. Домостроительная, 16, Мурманск, Мурманская обл., Русија, 183034",+7 815 556-15-10
Stroyctudiya,Мурманская область,stroistudiya.ru,"пр. Ленина, 27 А, Мурманск, Мурманская обл., Русија, 183038",+7 815 269-07-82
Gnom,Мурманская область,stroistudiya.ru,"Парковая ул., 7, Оленегорск, Мурманская обл., Русија, 184530",+7 815 525-78-50
Everest,Мурманская область,stroistudiya.ru,"Первомайская ул., 24, Кандалакша, Мурманская обл., Русија, 184040",+7 815 525-78-50
"Pilomaterialy, Ip Chuprov",Мурманская область,stroistudiya.ru,"ул. Каменный остров, 5, Кола, Мурманская обл., Русија, 184381",+7 815 268-51-34
Stroydomsam,Мурманская область,sds-51.ru,"ул. Домостроительная, 8, Мурманск, Мурманская обл., Русија, 183034",+7 815 268-51-34
Beregun,Мурманская область,sds-51.ru,"Комсомольская ул., 52/9, Мончегорск, Мурманская обл., Русија, 184511",+7 960 020-28-74
"Del'fin, Santekhnika V Murmanske",Мурманская область,vk.com,"ул. Свердлова, 19-б, Мурманск, Мурманская обл., Русија, 183034",+7 902 281-33-75
Master Plyus,Мурманская область,vk.com,"ул. 50 Лет октября, 5, Кандалакша, Мурманская обл., Русија, 184040",+7 921 043-98-06
"ООО ""Голд Пак Север""",Мурманская область,goldpak-sever.ru,"Бизнес-центр, Кольский просп, 110А, Офис 57, Мурманск, Мурманская обл., Русија, 183052",+7 815 224-43-54
Vintik,Мурманская область,goldpak-sever.ru,"ул. Челюскинцев, 18/20, Мурманск, Мурманская обл., Русија, 183038",+7 965 801-08-36
"Mir Stroiteley, Stroitel'nyy Magazin",Республика Коми,woodby.ru,"ул, Ухтинское ш., 45/1, Сыктывкар, Респ. Коми, Русија, 167019",+7 912 186-19-99
"Dvina-Stroymaterialy, Magazin Stroitel'nykh Materialov",Республика Коми,dvinasm.ru,"Сысольское ш., 3, Сыктывкар, Респ. Коми, Русија, 167004",+7 821 233-44-66
Baza Stroitel'nykh Materialov,Республика Коми,dvinasm.ru,"ул. Оплеснина, 35, Сыктывкар, Респ. Коми, Русија, 167016",+7 821 233-44-66
"Stroymarket ""Al'fa""",Республика Коми,dvinasm.ru,"ул. Островского, 52, Печора, Респ. Коми, Русија, 169601",+7 821 233-44-66
Yunist-Stroy,Республика Коми,unist-stroy.ru,"Сысольское ш., 7, Сыктывкар, Респ. Коми, Русија, 167004",+7 821 240-08-30
Строймаркет ECO-DVOR.RU,Республика Коми,eco-dvor.ru,"Гаражная, 7/2, Сыктывкар, Респ. Коми, Русија, 167000",+7 821 228-83-66
Dvina-Stroymaterialy Magazin,Республика Коми,dvinasm.ru,"Сысольское ш. 63, Сыктывкар, Коми респ., 167000, Сыктывкар, Респ. Коми, Русија, 167002",+7 821 231-60-31
"Stroymarket, Ooo Lako",Республика Коми,dvinasm.ru,"Дзержинского ул. 28, Усть-Вымский р-н, Микунь, Коми респ., 169061, Микунь, Респ. Коми, Русија, 169060",+7 821 343-16-31
Topdom Magazin Stroitel'nykh I Otdelochnykh Materialov,Республика Коми,dvinasm.ru,"ул. Морозова, 69, Сыктывкар, Респ. Коми, Русија, 167023",+7 821 272-66-72
Torgovyy Dom Roy Plyus,Республика Коми,dvinasm.ru,"ул. Гаражная, 9, корп. 3, Сыктывкар, Респ. Коми, Русија, 167000",+7 821 229-19-82
Mega,Республика Коми,mega29.ru,"Октябрьский пр., 131 корпус 4, Сыктывкар, Респ. Коми, Русија, 167981",+7 800 222-12-40
Yeliseyevskiy,Республика Коми,mega29.ru,"Первомайская ул., 24, Емва, Респ. Коми, Русија, 169200",+7 800 222-12-40
Stroytim,Республика Коми,mega29.ru,"ул. Дырнос, 3a, Сыктывкар, Респ. Коми, Русија, 167000",+7 821 231-52-27
Stroitel' Baza Stroymaterialov,Республика Коми,mega29.ru,"Северная ул., 73, Сыктывкар, Респ. Коми, Русија, 167009",+7 821 222-82-23
Mir Remonta,Республика Коми,mega29.ru,"ул. Кирова, 21, Инта, Респ. Коми, Русија, 169840",+7 912 555-64-27
Etalon,Республика Коми,mega29.ru,"пр-д Строителей, 5, Ухта, Респ. Коми, Русија, 169300",+7 904 273-83-47
Inkom Magazin,Республика Коми,mega29.ru,"Октябрьская ул. 38, Ухта, Коми респ., 169300, Ухта, Респ. Коми, Русија, 169312",+7 912 186-31-32
Magazin Metiz,Республика Коми,mega29.ru,"ул. Гагарина, 5, Выльгорт, Респ. Коми, Русија, 168220",+7 821 257-63-57
Krepezh Market,Республика Коми,boltkomi.ru,"Ухтинское ш., 6, Сыктывкар, Респ. Коми, Русија, 167018",+7 821 229-77-22
Td Stroybat,Республика Коми,stroybatinfo.ru,"Сысольское ш., 29/14, Сыктывкар, Респ. Коми, Русија, 167023",+7 821 240-04-56
"Magazin ""Khozstroy""",Республика Коми,stroybatinfo.ru,"ул. Заводская, д.1, Щельяюр, Респ. Коми, Русија, 169470",+7 821 409-11-09
Magazin Stroitel'nykh Tovarov Irina,Республика Коми,stroybatinfo.ru,"ул. Строителей, 13А, Усинск, Респ. Коми, Русија, 169711",+7 821 409-11-09
Mkrep,Республика Коми,mkrep.ru,"Коммунистическая ул., 10, Емва, Респ. Коми, Русија, 169200",+7 904 863-53-93
"Vetlosyanskiye Stroymaterialy, Oao",Республика Коми,mkrep.ru,"кольцевая, г.Ухта, Респ. Коми, Русија, 169300",+7 821 675-81-71
"Stroykholding, Magazin Otdelochnykh Materialov",Республика Коми,vk.com,"ул. Карла Маркса, ул., 197, Сыктывкар, Респ. Коми, Русија, 167000",+7 821 224-20-18
"Komiteks Treyding, Magazin Stroitel'nykh Tovarov",Республика Коми,vk.com,"Морозова ул., 156, Сыктывкар, Респ. Коми, Русија, 167000",+7 821 227-05-72
"Magazin ""Kristall""",Республика Коми,vk.com,"ул. Дзержинского, 28, 28, Микунь, Респ. Коми, Русија, 169060",+7 821 343-13-66
"Ooo ""Skk""",Республика Коми,skkomi.ru,"ул. Печорская, 50, Сыктывкар, Респ. Коми, Русија, 167000",+7 821 225-66-36
Benilyuks,Республика Коми,beniluks.ru,"Пионергорский пр-д, 3, Ухта, Респ. Коми, Русија, 169319",+7 821 674-99-63
"Snabzhenets, Magazin",Республика Коми,beniluks.ru,"ул. Машиностроителей, 4/3, Ухта, Респ. Коми, Русија, 169300",+7 821 674-99-63
Magazin Upravdom,Республика Коми,beniluks.ru,"б-р Пищевиков, 24, Строительный, Респ. Коми, Русија, 169908",+7 821 674-99-63
Tyap-Lyap Magazin,Республика Коми,beniluks.ru,"Димитрова ул. 11/А, Воркута, Коми респ., 169912, Воркута, Респ. Коми, Русија, 169912",+7 821 516-58-65
Premix,Республика Коми,beniluks.ru,"Тентюковская ул., 427/2, Сыктывкар, Респ. Коми, Русија, 167000",+7 912 863-99-88
