Name,Phone,Address,Website
Mastak,+7 816 255-64-00,"Центральная ул., 2А, Григорово, Новгородская обл., Русија, 173018",comboinfo.com
"100 Melochey, Khozyaystvennyy Magazin",+7 816 514-29-70,"ул. Ленина, 17-А, Демянск, Новгородская обл., Русија, 175310",comboinfo.com
Fsk,+7 911 041-76-83,"ул. Великая, 22, Великий Новгород, Новгородская обл., Русија, 173003",fsk-metallprofil.ru
White City,+7 816 273-00-11,"Псковская ул., 25, Великий Новгород, Новгородская обл., Русија, 173009",studiobg.ru
Arkhpromkomplekt,+7 818 534-63-36,"ул. 60 Лет Ссср, 6а, Нарьян-Мар, Ненецкий автономный округ, Русија, 166004",apk.ru
Kontur-Yamal,+7 922 970-24-57,"Первомайская ул., 17, Лабытнанги, Ямало-Ненецкий автономный округ, Русија, 629400",kontur-yamal.ru
777 Melochey,+7 922 970-24-57,"Больничная ул., 13, Лабытнанги, Ямало-Ненецкий автономный округ, Русија, 629400",kontur-yamal.ru
Yenisey,+7 922 970-24-57,"ул. Гагарина, 52, Лабытнанги, Ямало-Ненецкий автономный округ, Русија, 629400",kontur-yamal.ru
Magnit Mebel',+7 922 970-24-57,"Октябрьская ул., 36, Нарьян-Мар, Ненецкий автономный округ, Русија, 166000",kontur-yamal.ru
Master Mario,+7 352 222-63-83,"ул. Гагарина, 19, Лабытнанги, Ямало-Ненецкий автономный округ, Русија, 629400",kontur-yamal.ru
Shop Central №1,+7 349 223-05-05,"ул. Республики, 114, Салехард, Ямало-Ненецкий автономный округ, Русија, 629002",vk.com
"Magazin ""Olimp""",+7 349 922-24-44,"Yamalo-Nenets Autonomous Okrug, Русија, 629400",vk.com
Tsifrovyye Tekhnologii,+7 349 922-24-44,"Обская ул., 2, Лабытнанги, Ямало-Ненецкий автономный округ, Русија, 629400",vk.com
Stroitel'nyy Supermarket,+7 349 922-24-44,"ул. Геологов, 5, Салехард, Ямало-Ненецкий автономный округ, Русија, 629003",vk.com
Som,+7 349 922-24-44,"ул. Леонида Гиршгорна, 55, Лабытнанги, Ямало-Ненецкий автономный округ, Русија, 629404",vk.com
Stroymag Ot A Do Ya,+7 349 922-24-44,"ул. Республики, 138Б, Салехард, Ямало-Ненецкий автономный округ, Русија, 629001",vk.com
"Ooo ""Psp Sayma""",+7 908 860-03-01,"ул. Свердлова, 43, корп. А, Салехард, Ямало-Ненецкий автономный округ, Русија, 629007",vk.com
Volna,+7 908 860-03-01,"ул. Матросова, 36в, Салехард, Ямало-Ненецкий автономный округ, Русија, 629008",vk.com
"Construction Shop ""Metal Plus""",+7 349 224-32-44,"Обская ул., 34, Салехард, Ямало-Ненецкий автономный округ, Русија, 629003",vk.com
Yevroremont,+7 349 224-32-44,"ул. Подшибякина, 47а, Салехард, Ямало-Ненецкий автономный округ, Русија, 629001",vk.com
ООО Церезит-Ravak,+7 900 395-71-03,"ул. Ленина, 44, ТЦ Апельсин, Салехард, Ямало-Ненецкий автономный округ, Русија, 629007",ravak.su
Deshevizna,+7 900 395-71-03,"Обская ул., 60, Лабытнанги, Ямало-Ненецкий автономный округ, Русија, 629400",ravak.su
Tsentral'nyy 4: Mir Kovrov I Oboyev,+7 349 224-13-33,"Василия Подшибякина, 64, Салехард, Ямало-Ненецкий автономный округ, Русија, 629008",vk.com
Krepyzh,+7 349 226-38-00,"Трудовая ул., 21, Салехард, Ямало-Ненецкий автономный округ, Русија, 629001",zakrepi.ru
Magazin Faraon,+7 349 925-91-90,"Обская ул., 31А, Лабытнанги, Ямало-Ненецкий автономный округ, Русија, 629404",zakrepi.ru
Square meter,+7 349 224-35-93,"ул. Объездная, 46, Салехард, Ямало-Ненецкий автономный округ, Русија, 629003",stroymag89.ru
"Salon ""Stil' Dors""",+7 904 874-23-08,"Автострадная ул., 10а, Лабытнанги, Ямало-Ненецкий автономный округ, Русија, 629404",guardian.ru
Yekaterina,+7 349 925-20-32,"Первомайская ул., 13, Лабытнанги, Ямало-Ненецкий автономный округ, Русија, 629400",vk.com
"Shop ""Universal""",+7 982 167-48-77,"Магистральная ул., 41, Лабытнанги, Ямало-Ненецкий автономный округ, Русија, 629404",vk.com
"Magazin ""Santekhmaster""",+7 349 925-50-08,"ул. Гагарина, 51, Лабытнанги, Ямало-Ненецкий автономный округ, Русија, 629400",vk.com
M-N Printsip-2,+7 349 224-95-12,"ул. Чупрова, 33, Салехард, Ямало-Ненецкий автономный округ, Русија, 629003",vk.com
"Magazin ""Khoztovary""",+7 937 097-99-23,"ул. Строителей, 3б, Лабытнанги, Ямало-Ненецкий автономный округ, Русија, 629400",vk.com
"Prodovol'stvennyy Magazin ""Zarya""",+7 937 097-99-23,"Октябрьская ул., 26, Нарьян-Мар, Ненецкий автономный округ, Русија, 166000",vk.com
"Magazin ""Ruslan""",+7 937 097-99-23,"Labytnangi, Yamalo-Nenets Autonomous Okrug, Русија, 629400",vk.com
"Magazin ""Khleb""",+7 937 097-99-23,"ул. Ленина, 44, Нарьян-Мар, Ненецкий автономный округ, Русија, 166004",vk.com
Magazin Khoroshiy,+7 908 863-73-65,"Восточная ул., 45, Лабытнанги, Ямало-Ненецкий автономный округ, Русија, 629400",vk.com
Kristall,+7 922 064-04-25,"ул. Звездная, 11, Пангоды, Ямало-Ненецкий автономный округ, Русија, 629757",vk.com
Stroytsentr,+7 922 064-04-25,"Nadym, Yamalo-Nenets Autonomous Okrug, Русија, 629736",vk.com
Mustang,+7 349 223-28-21,"ул. Теремки микрорайон, 9, Салехард, Ямало-Ненецкий автономный округ, Русија, 629001",vk.com
Stroydvor,+7 349 223-28-21,"Nadym, Yamalo-Nenets Autonomous Okrug, Русија, 629735",vk.com
"Magazin Stroitel'nykh Materialov ""Tochka""",+7 922 459-92-22,"ЖБИ, Панель ""К"" Проезд №5, База, Надым, Ямало-Ненецкий автономный округ, Русија, 629730",dverimetro.ru
Магазин «Дом Торговли»,+7 932 091-75-55,"Комсомольская ул., 15, Надым, Ямало-Ненецкий автономный округ, Русија, 629730",vk.com
Tsk,+7 349 422-26-00,"Магистральная ул., 38, Новый Уренгой, Ямало-Ненецкий автономный округ, Русија, 629305",urengoy.etsk.ru
NovTecAs (Office Salekhard),+7 800 707-04-71,"ул. Республики, 137, Салехард, Ямало-Ненецкий автономный округ, Русија, 629001",salehard.novtecas.ru
"Magazin ""Novyy""",+7 349 402-45-30,"Пиеттомина ул., 2, Тазовский, Ямало-Ненецкий Ао@Тюменская, Тазовский, Ямало-Ненецкий автономный округ, Русија, 629350",salehard.novtecas.ru
Superstroy,+7 349 497-60-33,"5А, Лимбяяха, Ямало-Ненецкий Ао@Тюменская, Лимбяяха, Ямало-Ненецкий автономный округ, Русија, 629325",tdsuperstroy.ru
Domstroy,+7 349 424-52-52,"Novy Urengoy, Yamalo-Nenets Autonomous Okrug, Русија, 629306",tdsuperstroy.ru
Stroitel'nyy Magazin Oriyentir,+7 951 991-72-20,"ул. Советский микрорайон, 5/1, Новый Уренгой, Ямало-Ненецкий автономный округ, Русија, 629303",tdsuperstroy.ru
"shop ""Prometheus""",+7 349 429-29-26,"ул. Губкина, 8, Новый Уренгой, Ямало-Ненецкий автономный округ, Русија, 629307",tdsuperstroy.ru
Som Sanlayt,+7 349 429-29-26,"Полярная ул., 17А, Надым, Ямало-Ненецкий автономный округ, Русија, 629736",tdsuperstroy.ru
Mirstroy,+7 349 429-29-26,"Unnamed Road, Новый Уренгой, Ямало-Ненецкий автономный округ, Русија, 629305",tdsuperstroy.ru
Ndf. One,+7 951 987-09-05,"ул. Мирный микрорайон, дом 4/1, Новый Уренгой, Ямало-Ненецкий автономный округ, Русија, 629306",ndf.one
Podkova,+7 951 987-09-05,"Промысловая ул., 6, Новый Уренгой, Ямало-Ненецкий автономный округ, Русија, 629306",ndf.one
Raduga,+7 902 829-90-83,"Novy Urengoy, Yamalo-Nenets Autonomous Okrug, Русија, 629305",ndf.one
"Magazin ""Vavilon""",+7 349 384-60-07,"ул. Новоселов, 5, Муравленко, Ямало-Ненецкий автономный округ, Русија, 629603",ndf.one
"Ooo ""Profekskompleks""",+7 902 816-30-31,"ул, Зои Космодемьянской ул., 72, Салехард, Ямало-Ненецкий автономный округ, Русија, 629003",ndf.one
Ip Arutyunyan Taron Iravovich,+7 900 400-03-37,"Магистральная ул., Новый Уренгой, Ямало-Ненецкий автономный округ, Русија, 629305",ndf.one
"Magazin ""Stroymaterialy""",+7 349 402-44-12,"Пристанская ул., 12а, Тазовский, Ямало-Ненецкий автономный округ, Русија, 629350",ndf.one
Remontir,+7 349 630-49-59,"Магистральная ул., 111в, Ямало-Ненецкий автономный округ, Русија, 629803",ndf.one
"Stroitel'nyy Magazin ""Novosol""",+7 349 362-79-00,gubkinskiy.com,gubkinskiy.com
"Zastroyshchik, Stroitel'nyy Instrument",+7 349 362-79-00,"Заводская ул., д.8, Надым, Ямало-Ненецкий автономный округ, Русија, 629735",gubkinskiy.com
Север-Siding,+7 349 491-34-56,"Промышленная ул., 8/1, Новый Уренгой, Ямало-Ненецкий автономный округ, Русија, 629306",sever-siding.ru
"Ooo ""Nurstroy""",+7 908 497-06-04,"Yamalo-Nenets Autonomous Okrug, Русија, 629305",sever-siding.ru
Profnastil,+7 908 497-06-04,"наб. Оруджева ул., 8, Надым, Ямало-Ненецкий автономный округ, Русија, 629736",sever-siding.ru
Starateli,+7 908 497-06-04,"ул. Геологов, 7, Тарко-Сале, Ямало-Ненецкий автономный округ, Русија, 629850",industry.starateli.ru
"Torgovyy Dom ""Mayak""",+7 349 384-31-03,"Ямальская ул., 36 строение 3, Муравленко, Ямало-Ненецкий автономный округ, Русија, 629604",vk.com
"Gvozd', Magazin",+7 992 408-74-74,"Энтузиастов, 4, Новый Уренгой, Ямало-Ненецкий автономный округ, Русија, 629300",vk.com
Kraski Tikkurila,+7 992 408-74-74,"ул. Чапаева, 13, Салехард, Ямало-Ненецкий автономный округ, Русија, 629003",vk.com
220 Vol't,+7 992 408-74-74,"Nadym, Yamalo-Nenets Autonomous Okrug, Русија, 629736",vk.com
"ООО ""Компания Уюта""",+7 349 426-48-84,"Таежная ул., 204/4, Новый Уренгой, Ямало-Ненецкий автономный округ, Русија, 629305",компанияуюта.рф
Samostroy,+7 349 426-48-84,"ул. Р микрорайон, 120, Ноябрьск, Ямало-Ненецкий автономный округ, Русија, 629804",компанияуюта.рф
Tekhnoinvest,+7 349 494-56-48,"ул. Губкина, 4, Новый Уренгой, Ямало-Ненецкий автономный округ, Русија, 629300",tehno-invest.ru
Oboi,+7 349 429-29-26,"ул. Губкина, 8, Новый Уренгой, Ямало-Ненецкий автономный округ, Русија, 629307",tehno-invest.ru
mag. Ceramic tile,+7 349 429-29-26,"пр. 6П, Новый Уренгой, Ямало-Ненецкий автономный округ, Русија, 629305",tehno-invest.ru
Ideal-Pol.rf,+7 349 491-36-80,"Звездная ул., 15, Новый Уренгой, Ямало-Ненецкий автономный округ, Русија, 629307",идеал-пол.рф
Lestorg,+7 922 282-25-91,"ул. Изыскателей, 43, Ноябрьск, Ямало-Ненецкий автономный округ, Русија, 629810",идеал-пол.рф
Remont I K,+7 922 282-25-91,"Школьная ул., 4а, Ноябрьск, Ямало-Ненецкий автономный округ, Русија, 629806",2gis.ru
"Magazin ""Stroyka""",+7 922 284-00-84,"р-н, Ноябрьск, Ямало-Ненецкий автономный округ, Русија, 629803",2gis.ru
Stroymarket 1000 Melochey,+7 346 725-40-15,"1 микрорайон, дом 22, Нягань, Ханты-Мансийский автономный округ, Русија, 628181",vk.com
E96.ru,+7 804 333-07-96,"ул. Ленина, 26, Пангоды, Ямало-Ненецкий автономный округ, Русија, 629757",vk.com
Vseinstrumenty.ru,+7 800 550-37-70,"Трудовая ул., 21, Салехард, Ямало-Ненецкий автономный округ, Русија, 629000",vseinstrumenti.ru
Home Improvement Store,+7 800 550-37-70,"к, ул. Мирный микрорайон, 5 корпус 2а, Новый Уренгой, Ямало-Ненецкий автономный округ, Русија, 629307",vseinstrumenti.ru
Santekhnika Plyus,+7 800 550-37-70,"Ленинградский просп., 4а, Новый Уренгой, Ямало-Ненецкий автономный округ, Русија, 629305",vseinstrumenti.ru
"Torgovyy Tsentr ""Laguna""",+7 349 224-53-97,+7 349 224-53-97,vseinstrumenti.ru
"Torgovyy Dom ""Megastroy""",+7 349 363-19-49,"Геологов, 26, Губкинский, Ямало-Ненецкий автономный округ, Русија, 629840",vseinstrumenti.ru
"Internet-shop ""Yukom.Ru""",+7 800 770-05-22,"Объездная 44, Б, Салехард, Ямало-Ненецкий автономный округ, Русија, 629003",jucom.ru
"Ooo""Stroytorg""",+7 951 995-73-22,"ул. Губкина, 4, Новый Уренгой, Ямало-Ненецкий автономный округ, Русија, 629300",jucom.ru
Tovary Dlya Doma,+7 951 995-73-22,"Urengoy, Yamalo-Nenets Autonomous Okrug, Русија, 629860",jucom.ru
"Trading House ""Recom""",+7 815 225-10-97,"просп. Кольский, 51/2, Мурманск, Мурманская обл., Русија, 183052",rekoma.ru
Tsentr Stroymaterialov Murmana,+7 815 222-82-22,"Транспортная ул., 1А, Мурманск, Мурманская обл., Русија, 183034",csm51.com
Tvoya Kvartira Magazin Stroymaterialov,+7 815 225-51-85,"Кольский просп. 70, Мурманск, Мурманская обл., 183052, Мурманск, Мурманская обл., Русија, 183008",csm51.com
"Stroylend, Magazin Stroitel'nykh Tovarov",+7 815 225-51-85,"ул. Домостроительная, 16/1, Мурманск, Мурманская обл., Русија, 183034",csm51.com
Kronverk,+7 815 243-57-30,"Промышленная ул., 6, Мурманск, Мурманская обл., Русија, 183034",csm51.com
СтройМикс,+7 815 221-50-99,"Рогозерская ул., 38, Мурманск, Мурманская обл., Русија, 183039",st-mix.ru
your home,+7 815 244-17-47,"ул. Капитана Буркова, 35, Мурманск, Мурманская обл., Русија, 183025",st-mix.ru
Rekoma,+7 815 243-43-40,"ул. Домостроительная, 19, Мурманск, Мурманская обл., Русија, 183034",rekoma.ru
Galereya Stroitel'nykh Resheniy,+7 815 270-47-02,"просп. Кольский, 58, Мурманск, Мурманская обл., Русија, 183045",rekoma.ru
Kaskada,+7 902 281-55-56,"ТЦ ""А-Квадрат, пр. Ленина, 27А, Мурманск, Мурманская обл., Русија, 183038",rekoma.ru
Bayern Plus Repair,+7 815 243-29-16,"ул. Домостроительная, 14, Мурманск, Мурманская обл., Русија, 183034",bavariaplus.ru
Azbuka Remonta,+7 800 350-00-43,"ул. Ломоносова, 3а, Полярные Зори, Мурманская обл., Русија, 184230",bavariaplus.ru
Stroymiks,+7 815 222-66-36,"ул. Магомеда, ул. Гаджиева, 10, Мурманск, Мурманская обл., Русија, 183034",st-mix.ru
building a house,+7 960 028-03-00,"ул. Домостроительная, 14, Мурманск, Мурманская обл., Русија, 183031",st-mix.ru
Stroybazar,+7 960 028-03-00,"ул. Сивко, 6, Полярные Зори, Мурманская обл., Русија, 184230",st-mix.ru
Stroy-ka,+7 921 155-95-95 ext. 785959,"ул. Старостина, 55, Мурманск, Мурманская обл., Русија, 183036",st-mix.ru
Tikkurila 51,+7 911 331-75-85,"пр. Ленина, 27А, Мурманск, Мурманская обл., Русија, 183010",vk.com
"Shop ""For You""",+7 921 038-37-34,"Кировская ал., 2, Кандалакша, Мурманская обл., Русија, 184046",vk.com
Tera,+7 815 241-25-40,"ул. Домостроительная, 16, 304, Мурманск, Мурманская обл., Русија, 183035",tera-dom.ru
Stroybaza Yuzhnaya,+7 921 708-80-11,+7 921 708-80-11,tera-dom.ru
Komfortservis,+7 921 708-80-11,"Lovozero, Murmansk Oblast, Русија, 184592",tera-dom.ru
Stroy Plyus,+7 921 518-01-71,"Заводская ул., д, Кандалакша, Мурманская обл., Русија, 184042",vk.com
"1000 Melochey, Khozyaystvennyy Magazin",+7 815 533-56-77,"Советский просп., 24, Кола, Мурманская обл., Русија, 184381",vk.com
Ks Dekor,+7 815 245-93-33,"пр. Ленина, 88, Мурманск, Мурманская обл., Русија, 183038",vk.com
"Torgovyy Tsentr ""Re-Mont""",+7 815 245-93-33,"Пригородная ул., 6а, Апатиты, Мурманская обл., Русија, 184209",vk.com
House Shopping Center,+7 815 367-00-89,"д., Железнодорожная ул., 3, Мончегорск, Мурманская обл., Русија, 184511",vk.com
"Стройматериалы ""Best""",+7 815 367-00-89,"Комсомольская ул., 1а, Мончегорск, Мурманская обл., Русија, 184511",vk.com
"ООО ""Ново-Строй""",+7 815 365-82-76,"просп. Ленина, 33, Мончегорск, Мурманская обл., Русија, 184511",vk.com
Stroitel'stvo Murmansk,+7 921 285-96-14,"просп. Кольский, 91, Мурманск, Мурманская обл., Русија, 183000",vk.com
ООО «Центр строительных материалов»,+7 921 030-45-93,"Апатитовое ш., 12, к.1, Кировск, Мурманская обл., Русија, 184250",цсм-хибины.рф
repair Alphabet,+7 815 367-08-08,"Комсомольская ул., 5, Мончегорск, Мурманская обл., Русија, 184511",цсм-хибины.рф
"Metizy, Magazin",+7 815 367-08-08,"ул. Щербакова, дом 10 в, Мурманск, Мурманская обл., Русија, 183052",цсм-хибины.рф
Planeta Remonta,+7 815 374-85-10,"Советская ул., 21а, Сафонова ул.,19, Сафонова ул.,21, Гвардейская ул.,38, Колышкина ул.,7, Североморск, Мурманская обл., Русија, 184606",цсм-хибины.рф
Brigantina,+7 815 367-02-77,"Кирова пр., 7, Мончегорск, Мурманская обл., Русија, 184511",цсм-хибины.рф
Seyd,+7 815 367-02-77,"Новопроложенная ул., 14, Мончегорск, Мурманская обл., Русија, 184511",цсм-хибины.рф
"Shop ""Master""",+7 815 355-05-60,"ул. Чехова, 6А, Ковдор, Мурманская обл., Русија, 184144",masterkovdor.my1.ru
Mark,+7 815 374-72-73,"ул. Сафонова, 19, Североморск, Мурманская обл., Русија, 184604",magazinmark.ru
Khottey,+7 815 270-78-87,"Молодежный пр., 12а, Мурманск, Мурманская обл., Русија, 183008",hottey51.ru
"Megastroy, Korpus 2",+7 815 270-78-87,"ул. Гладышева, 23А, Апатиты, Мурманская обл., Русија, 184209",hottey51.ru
Master-Klass,+7 815 245-15-54,"ул. Лобова, 15, Мурманск, Мурманская обл., Русија, 183034",hottey51.ru
Ooo Misteriya,+7 815 247-86-91,"ул. Домостроительная, 19/1, Мурманск, Мурманская обл., Русија, 183034",hottey51.ru
"Master, Khozyaystvennyy Magazin",+7 815 319-18-66,"ул. Ленина, 19, Кировск, Мурманская обл., Русија, 184250",hottey51.ru
Tsentr Krepezha,+7 815 244-12-09,"ул. Капитана Буркова, 25, Мурманск, Мурманская обл., Русија, 183025",hottey51.ru
Dom Magazin Ip Rogova Ye.g.,+7 815 339-62-49,"Набережная ул., 133, Кандалакша, Мурманская обл., Русија, 184056",hottey51.ru
clever mixture,+7 800 333-20-11,"супермаркет ""Евророс"", ул. Ленина, 12А, Кировск, Мурманская обл., Русија, 184250",weber-vetonit.ru
Optimal Solutions,+7 921 512-23-79,"Колхозная ул., 2, Кандалакша, Мурманская обл., Русија, 184040",optimal-r.ru
"Mega Stroy, Korpus 1",+7 815 557-19-06,"Apatity, Murmansk Oblast, Русија, 184209",optimal-r.ru
Kompleksnyye Stroitel'nyye Resheniya,+7 815 270-57-04,"ул. Павлова, дом 13, Мурманск, Мурманская обл., Русија, 183032",optimal-r.ru
"""Khozyain"" Khozmag",+7 911 303-90-21,"ул. Гагарина, 5, Полярный, Мурманская обл., Русија, 184650",optimal-r.ru
Household products,+7 911 303-90-21,"ул. Щербакова, 14, Мурманск, Мурманская обл., Русија, 183052",optimal-r.ru
Balezina T.i. Ip,+7 815 244-48-44,"ул. Капитана Буркова, 35, Мурманск, Мурманская обл., Русија, 183025",optimal-r.ru
Proton,+7 815 226-43-02,"Скальная ул., 28, Мурманск, Мурманская обл., Русија, 183036",optimal-r.ru
"Khoztovary, Magazin",+7 815 226-43-02,"ул. Стеблина, 33, Снежногорск, Мурманская обл., Русија, 184680",optimal-r.ru
"Megastroy, Korpus 3",+7 815 226-43-02,"ул. Жемчужная, 19А, Апатиты, Мурманская обл., Русија, 184209",optimal-r.ru
Stroymaks,+7 815 278-61-62,"ул. Подгорная, 62, Мурманск, Мурманская обл., Русија, 183001",vk.com
Art-Stil',+7 964 309-91-89,"Фестивальная ул., 9, Апатиты, Мурманская обл., Русија, 184209",vk.com
Dom,+7 421 253-33-33,"ТЦ ""Южный"", ул. Щербакова, 9, Мурманск, Мурманская обл., Русија, 183014",vk.com
Эталон+,+7 815 339-40-00,"ул. Пронина, 12а, Кандалакша, Мурманская обл., Русија, 184042",vk.com
Stroystudiya,+7 815 315-42-40,"просп. Ленина, 7-в, Кировск, Мурманская обл., Русија, 184250",vk.com
Elektroinstrument,+7 815 315-42-40,"ул. Дзержинского, 35, Апатиты, Мурманская обл., Русија, 184209",vk.com
"Magazin ""Pervyy Master""",+7 953 307-50-99,"ул. Энергетиков, 23, Мурмаши, Мурманская обл., Русија, 184355",vk.com
Master-Olenegorsk,+7 996 934-65-50,"Парковая ул., 13, Оленегорск, Мурманская обл., Русија, 184530",vk.com
Stroy Studiya,+7 921 040-54-01,"пр. Металлургов, 42к3, Мончегорск, Мурманская обл., Русија, 184511",stroistudiya.ru
plumbing Supplies,+7 815 366-00-41,"ТЦ ""Дом"", Железнодорожная ул., 3, Мончегорск, Мурманская обл., Русија, 184500",stroistudiya.ru
Akvaarktika,+7 815 241-30-02,"ул. Халатина, 11А, Мурманск, Мурманская обл., Русија, 183031",stroistudiya.ru
"Magazin ""Praktik""",+7 911 347-62-90,"ул. Ленинградская, 20А, Кировск, Мурманская обл., Русија, 184250",stroistudiya.ru
"Mega, Promtovarnyy Magazin",+7 815 367-49-38,"пр. Металлургов, 39, Мончегорск, Мурманская обл., Русија, 184511",stroistudiya.ru
Dekor,+7 815 319-63-59,"ул. Кондрикова, 3, Кировск, Мурманская обл., Русија, 184250",stroistudiya.ru
Domovonok,+7 921 661-43-36,+7 921 661-43-36,stroistudiya.ru
"Magazin ""Khozyain""",+7 909 561-72-35,"Советская ул., 1, Полярный, Мурманская обл., Русија, 184664",vk.com
ИНСТРУМЕНТЫ51.ru,+7 921 708-70-80,"Магазин «Практика», ул. Свердлова, 9Б, Мурманск, Мурманская обл., Русија, 183031",tools-shop51.ru
Northern Crown,+7 815 556-15-10,"ул. Бредова, 13, Апатиты, Мурманская обл., Русија, 184209",tools-shop51.ru
Torgovyy Dom,+7 815 556-15-10,"ул. Домостроительная, 16, Мурманск, Мурманская обл., Русија, 183034",tools-shop51.ru
Stroyctudiya,+7 815 269-07-82,"пр. Ленина, 27 А, Мурманск, Мурманская обл., Русија, 183038",stroistudiya.ru
Gnom,+7 815 525-78-50,"Парковая ул., 7, Оленегорск, Мурманская обл., Русија, 184530",stroistudiya.ru
Everest,+7 815 525-78-50,"Первомайская ул., 24, Кандалакша, Мурманская обл., Русија, 184040",stroistudiya.ru
"Pilomaterialy, Ip Chuprov",+7 815 268-51-34,"ул. Каменный остров, 5, Кола, Мурманская обл., Русија, 184381",stroistudiya.ru
Stroydomsam,+7 815 268-51-34,"ул. Домостроительная, 8, Мурманск, Мурманская обл., Русија, 183034",sds-51.ru
Beregun,+7 960 020-28-74,"Комсомольская ул., 52/9, Мончегорск, Мурманская обл., Русија, 184511",sds-51.ru
"Del'fin, Santekhnika V Murmanske",+7 902 281-33-75,"ул. Свердлова, 19-б, Мурманск, Мурманская обл., Русија, 183034",vk.com
Master Plyus,+7 921 043-98-06,"ул. 50 Лет октября, 5, Кандалакша, Мурманская обл., Русија, 184040",vk.com
"ООО ""Голд Пак Север""",+7 815 224-43-54,"Бизнес-центр, Кольский просп, 110А, Офис 57, Мурманск, Мурманская обл., Русија, 183052",goldpak-sever.ru
Vintik,+7 965 801-08-36,"ул. Челюскинцев, 18/20, Мурманск, Мурманская обл., Русија, 183038",goldpak-sever.ru
"Mir Stroiteley, Stroitel'nyy Magazin",+7 912 186-19-99,"ул, Ухтинское ш., 45/1, Сыктывкар, Респ. Коми, Русија, 167019",woodby.ru
"Dvina-Stroymaterialy, Magazin Stroitel'nykh Materialov",+7 821 233-44-66,"Сысольское ш., 3, Сыктывкар, Респ. Коми, Русија, 167004",dvinasm.ru
Baza Stroitel'nykh Materialov,+7 821 233-44-66,"ул. Оплеснина, 35, Сыктывкар, Респ. Коми, Русија, 167016",dvinasm.ru
"Stroymarket ""Al'fa""",+7 821 233-44-66,"ул. Островского, 52, Печора, Респ. Коми, Русија, 169601",dvinasm.ru
Yunist-Stroy,+7 821 240-08-30,"Сысольское ш., 7, Сыктывкар, Респ. Коми, Русија, 167004",unist-stroy.ru
Строймаркет ECO-DVOR.RU,+7 821 228-83-66,"Гаражная, 7/2, Сыктывкар, Респ. Коми, Русија, 167000",eco-dvor.ru
Dvina-Stroymaterialy Magazin,+7 821 231-60-31,"Сысольское ш. 63, Сыктывкар, Коми респ., 167000, Сыктывкар, Респ. Коми, Русија, 167002",dvinasm.ru
"Stroymarket, Ooo Lako",+7 821 343-16-31,"Дзержинского ул. 28, Усть-Вымский р-н, Микунь, Коми респ., 169061, Микунь, Респ. Коми, Русија, 169060",dvinasm.ru
Topdom Magazin Stroitel'nykh I Otdelochnykh Materialov,+7 821 272-66-72,"ул. Морозова, 69, Сыктывкар, Респ. Коми, Русија, 167023",dvinasm.ru
Torgovyy Dom Roy Plyus,+7 821 229-19-82,"ул. Гаражная, 9, корп. 3, Сыктывкар, Респ. Коми, Русија, 167000",dvinasm.ru
Mega,+7 800 222-12-40,"Октябрьский пр., 131 корпус 4, Сыктывкар, Респ. Коми, Русија, 167981",mega29.ru
Yeliseyevskiy,+7 800 222-12-40,"Первомайская ул., 24, Емва, Респ. Коми, Русија, 169200",mega29.ru
Stroytim,+7 821 231-52-27,"ул. Дырнос, 3a, Сыктывкар, Респ. Коми, Русија, 167000",mega29.ru
Stroitel' Baza Stroymaterialov,+7 821 222-82-23,"Северная ул., 73, Сыктывкар, Респ. Коми, Русија, 167009",mega29.ru
Mir Remonta,+7 912 555-64-27,"ул. Кирова, 21, Инта, Респ. Коми, Русија, 169840",mega29.ru
Etalon,+7 904 273-83-47,"пр-д Строителей, 5, Ухта, Респ. Коми, Русија, 169300",mega29.ru
Inkom Magazin,+7 912 186-31-32,"Октябрьская ул. 38, Ухта, Коми респ., 169300, Ухта, Респ. Коми, Русија, 169312",mega29.ru
Magazin Metiz,+7 821 257-63-57,"ул. Гагарина, 5, Выльгорт, Респ. Коми, Русија, 168220",mega29.ru
Krepezh Market,+7 821 229-77-22,"Ухтинское ш., 6, Сыктывкар, Респ. Коми, Русија, 167018",boltkomi.ru
Td Stroybat,+7 821 240-04-56,"Сысольское ш., 29/14, Сыктывкар, Респ. Коми, Русија, 167023",stroybatinfo.ru
"Magazin ""Khozstroy""",+7 821 409-11-09,"ул. Заводская, д.1, Щельяюр, Респ. Коми, Русија, 169470",stroybatinfo.ru
Magazin Stroitel'nykh Tovarov Irina,+7 821 409-11-09,"ул. Строителей, 13А, Усинск, Респ. Коми, Русија, 169711",stroybatinfo.ru
Mkrep,+7 904 863-53-93,"Коммунистическая ул., 10, Емва, Респ. Коми, Русија, 169200",mkrep.ru
"Vetlosyanskiye Stroymaterialy, Oao",+7 821 675-81-71,"кольцевая, г.Ухта, Респ. Коми, Русија, 169300",mkrep.ru
"Stroykholding, Magazin Otdelochnykh Materialov",+7 821 224-20-18,"ул. Карла Маркса, ул., 197, Сыктывкар, Респ. Коми, Русија, 167000",vk.com
"Komiteks Treyding, Magazin Stroitel'nykh Tovarov",+7 821 227-05-72,"Морозова ул., 156, Сыктывкар, Респ. Коми, Русија, 167000",vk.com
"Magazin ""Kristall""",+7 821 343-13-66,"ул. Дзержинского, 28, 28, Микунь, Респ. Коми, Русија, 169060",vk.com
